Date;Year;Month;Day;AL;AT;BE;BG;CH;CZ;DE;DK;EE;ES;FI;FR;GR;HR;HU;IE;IS;IT;LT;LV;ME;MK;NL;NO;PL;PT;RO;RS;SE;SI;SK;TR;UK
05/11/2015;2015;11;5;0;0.270976156;0.035913043;0;1.26E-24;0.169357008;0.27549707;0;0.471875;0.446263036;0.573274101;0.285986685;0;0;0.211537356;0.399682677;0;0;0.12890625;0.070537844;0;0;0;0.461668061;0.247934303;0.271848775;0.326404494;4.67E-94;2.36E-24;0.38113881;0.135817055;0;0.188616715
06/11/2015;2015;11;6;0;0.262344398;0.036884058;0;1.36E-24;0.174693182;0.268754292;0;0.4640625;0.462292391;0.568127042;0.271722093;0;0;0.20316092;0.396195988;0;0;0.320963542;0.050097593;0;0;0;0.444377615;0.240319665;0.301351125;0.331616729;2.34E-94;2.12E-24;0.404375989;0.178826891;0;0.209065802
07/11/2015;2015;11;7;0;0.246418155;0.040992754;0;1.34E-24;0.17974053;0.255613661;0;0.458854167;0.409062379;0.498317504;0.260402527;0;0;0.202302443;0.24546875;0;0;0.157552083;0.006858599;0;0;0;0.441546374;0.247785494;0.234656484;0.346379526;1.17E-94;1.93E-24;0.349970323;0.153071488;0;0.230799712
08/11/2015;2015;11;8;0;0.232580883;0.029641304;0;1.26E-24;0.183545455;0.230805914;0;0.4703125;0.380721321;0.431049326;0.226173163;0;0;0.201472701;0.259624807;0;0;0.150390625;0;0;0;0;0.453022664;0.249233907;0.22826312;0.288951311;5.84E-95;1.43E-24;0.316399573;0.139383832;0;0.191258405
09/11/2015;2015;11;9;0;0.235611733;0.044884058;0;6.32E-25;0.173994318;0.233766187;0;0.4640625;0.424222673;0.525815334;0.226189322;0;0;0.200316092;0.43797936;0;0;0.171875;0.021551724;0;0;0;0.487602162;0.252986111;0.28108006;0.326357678;2.92E-95;1.18E-24;0.34678221;0.148084303;0;0.31509366
10/11/2015;2015;11;10;0;0.240920981;0.030641304;0;6.78E-25;0.175336174;0.249477869;0;0.45;0.433058131;0.493716937;0.241936526;0;0;0.178013649;0.440407022;0;0;0.171875;0.021822815;0;0;0;0.503746688;0.252419533;0.345427716;0.307818352;1.46E-95;1.06E-24;0.330855888;0.147773968;0;0.36831172
11/11/2015;2015;11;11;0;0.237282759;0.030438406;0;6.68E-25;0.17286553;0.249003714;0;0.459895833;0.431561414;0.528140063;0.219115603;0;0;0.208807471;0.463317901;0;0;0.1796875;0.030253741;0;0;0;0.50946984;0.268037919;0.32948137;0.316916355;7.30E-96;9.63E-25;0.343817268;0.15842962;0;0.416846782
12/11/2015;2015;11;12;0;0.23153978;0.030134058;0;6.32E-25;0.170785038;0.253250042;0;0.4640625;0.420577443;0.56673943;0.26605827;0;0;0.20779454;0.617697724;0;0;0.171875;0.03562134;0;0;0;0.523243026;0.283367504;0.3649365;0.303339576;3.65E-96;7.17E-25;0.323544634;0.147705389;0;0.305391451
13/11/2015;2015;11;13;0;0.234787119;0.03;0;3.16E-25;0.175265152;0.263305278;0;0.4484375;0.394288335;0.520187526;0.248428511;0;0;0.218850575;0.681396605;0;0;0.171875;0.108653221;0;0;0;0.516580195;0.273154762;0.326763735;0.255040574;1.83E-96;5.90E-25;0.345303102;0.151488293;0;0.358789625
14/11/2015;2015;11;14;0;0.226714625;0.027884058;0;3.39E-25;0.156347538;0.259935174;0;0.455208333;0.336254345;0.38595984;0.223167539;0;0;0.239400144;0.717523148;0;0;0.171875;0.021822815;0;0;0;0.531898361;0.266658951;0.249806982;0.246769663;9.13E-97;5.29E-25;0.312427984;0.133742034;0;0.409329971
15/11/2015;2015;11;15;0;0.220427416;0.038105072;0;3.34E-25;0.19366572;0.246968119;0;0.45625;0.323966783;0.406560202;0.194064702;0;0;0.24580819;0.760549769;0;0;0.171875;0.056359792;0;0;0;0.523311367;0.264312169;0.189719705;0.237874532;4.56E-97;4.81E-25;0.257027145;0.157584511;0;0.437740154
16/11/2015;2015;11;16;0;0.224209965;0.034326087;0;3.16E-25;0.18211553;0.242875127;0;0.454166667;0.373623986;0.525248928;0.225086452;0;0;0.253261494;0.808181906;0;0;0.171875;0.047142702;0;0;0;0.520785914;0.304887566;0.326191675;0.238498752;2.28E-97;3.58E-25;0.328490028;0.197977279;0;0.361791547
17/11/2015;2015;11;17;0;0.225435234;0.096380435;0;1.58E-25;0.177610795;0.259320373;0;0.440625;0.359839706;0.519094669;0.232014737;0;0;0.270488506;0.803295718;0;0;0.171875;0.032395359;0;0;0;0.516111576;0.31968254;0.290309947;0.262437578;1.14E-97;2.95E-25;0.293450063;0.274316293;0;0.473487032
18/11/2015;2015;11;18;0;0.230724187;0.17326087;0;1.69E-25;0.175989583;0.253639767;0;0.446875;0.36483681;0.50727188;0.234042725;0;0;0.325987787;0.799117477;0;0;0.2109375;0.095451095;0;0;0;0.518805091;0.334974647;0.272212431;0.268008739;5.70E-98;2.65E-25;0.284745568;0.198914866;0;0.441270413
19/11/2015;2015;11;19;0;0.219465241;0.197344203;0;1.67E-25;0.230535985;0.241679568;0;0.452604167;0.35184917;0.514066585;0.218194525;0;0;0.376443966;0.804881366;0;0;0.365559896;0.025780742;0;0;0;0.535764121;0.343701499;0.257270337;0.270599251;2.85E-98;2.41E-25;0.297023979;0.188263716;0;0.41670269
20/11/2015;2015;11;20;0;0.241189338;0.269786232;0;1.58E-25;0.189224432;0.288316008;0;0.419791667;0.349579954;0.535724316;0.256483905;0;0;0.389583333;0.786497878;0;0;0.427083333;0.140804598;0;0;0;0.543608089;0.350680115;0.171183003;0.271800874;1.43E-98;1.79E-25;0.306388097;0.282048005;0;0.398931316
21/11/2015;2015;11;21;0;0.315093361;0.307101449;0;7.91E-26;0.174487689;0.387982764;0;0.421354167;0.356773851;0.387215329;0.413560048;0;0;0.476343391;0.741802662;0;0;0.213867188;0.048064411;0;0;0;0.544808054;0.352789903;0.156845138;0.272050562;7.13E-99;1.47E-25;0.399039649;0.401945484;0;0.406243996
22/11/2015;2015;11;22;0;0.325657736;0.326199275;0;8.47E-26;0.214170455;0.323712752;0;0.421875;0.410583237;0.405097146;0.397328065;0;0;0.485262213;0.742359182;0;0;0.207356771;0.054191065;0;0;0;0.539867852;0.347756834;0.175711928;0.261626092;3.56E-99;1.32E-25;0.329614593;0.398885425;0;0.341126321
23/11/2015;2015;11;23;0;0.315268507;0.301326087;0;8.36E-26;0.200392045;0.301175822;0;0.415625;0.456208961;0.548542177;0.413204544;0;0;0.239561782;0.717346644;0;0;0.452148438;0.119171546;0;0;0;0.546641388;0.360925926;0.218062549;0.328542447;1.78E-99;1.20E-25;0.37650918;0.382445968;0;0.315021614
24/11/2015;2015;11;24;0;0.285432828;0.272902174;0;7.91E-26;0.233282197;0.304676426;0;0.411979167;0.437548281;0.519140625;0.44476763;0;0;0.081005747;0.698698881;0;0;0.193359375;0.046763175;0;0;0;0.509205195;0.368527337;0.242526855;0.341557428;8.91E-100;8.96E-26;0.327769864;0.287828346;0;0.339901537
25/11/2015;2015;11;25;0;0.278476607;0.258108696;0;3.95E-26;0.229857955;0.316727996;0;0.415104167;0.445731943;0.521564798;0.443709198;0;0;0.062704741;0.667822145;0;0;0.173502604;0.03800694;0;0;0;0.535693515;0.379589947;0.184250867;0.371457553;4.46E-100;7.37E-26;0.3306434;0.230089014;0;0.365225744
26/11/2015;2015;11;26;0;0.272122497;0.274960145;0;4.24E-26;0.207594697;0.321254901;0;0.420833333;0.467168791;0.525995711;0.452213011;0;0;0.05889727;0.705610532;0;0;0.350260417;0.07392648;0;0;0;0.56;0.424175485;0.129117713;0.41977216;2.23E-100;6.61E-26;0.327908753;0.205806664;0;0.421841979
27/11/2015;2015;11;27;0;0.256049672;0.255637681;0;4.18E-26;0.210429924;0.313428572;0;0.429166667;0.486505407;0.542202819;0.441616573;0;0;0.170352011;0.728386381;0;0;0.358398438;0.155063977;0;0;0;0.58275;0.389217372;0.117385588;0.463358302;1.11E-100;6.02E-26;0.290588398;0.230573912;0;0.405487512
28/11/2015;2015;11;28;0;0.243076854;0.245507246;0;3.95E-26;0.220984848;0.299409837;0;0.4140625;0.454084589;0.483836295;0.392472206;0;0;0.358380029;0.69610436;0;0;0.211588542;0.004120581;0;0;0;0.588469317;0.421951058;0.119441647;0.550374532;5.57E-101;4.48E-26;0.261676955;0.204368939;0;0.432132565
29/11/2015;2015;11;29;0;0.237200824;0.257471014;0;1.98E-26;0.247247159;0.280576864;0;0.4140625;0.435689455;0.469658905;0.322765174;0;0;0.428965517;0.688903356;0;0;0.114583333;0.029223596;0;0;0;0.563610704;0.398000441;0.094510182;0.562250312;2.78E-101;3.69E-26;0.246925847;0.186733513;0;0.429010567
30/11/2015;2015;11;30;0;0.269749384;0.320025362;0;2.12E-26;0.238623106;0.297818885;0;0.416666667;0.468037852;0.596854575;0.371368205;0;0;0.47452227;0.802775849;0;0;0.291666667;0.130313381;0;0;0;0.546908124;0.356220238;0.233775316;0.513358302;1.39E-101;3.31E-26;0.298115701;0.23015967;0;0.465682037
01/12/2015;2015;12;1;0;0.367454447;0.248105072;0;2.09E-26;0.245169508;0.361366989;0;0.421354167;0.470331209;0.626709304;0.40163855;0;0;0.48733477;0.802984182;0;0;0.318033854;0.091954023;0;0;0;0.541059623;0.385164242;0.256421338;0.4667603;6.96E-102;3.01E-26;0.287754432;0.371407246;0;0.3995317
02/12/2015;2015;12;2;0;0.457981538;0.245836957;0;1.98E-26;0.250920455;0.404142903;0;0.4375;0.447083816;0.61302211;0.395990886;0;0;0.448430316;0.795348187;0;0;0.357096354;0.067637172;0;0;0;0.534081939;0.456617063;0.209200515;0.445786517;3.48E-102;2.24E-26;0.262358737;0.58022721;0;0.436107109
03/12/2015;2015;12;3;0;0.417854351;0.322431159;0;9.88E-27;0.259974432;0.371540035;0;0.416666667;0.386490923;0.613765063;0.390945155;0;0;0.331752874;0.793715278;0;0;0.421549479;0.0611581;0;0;0;0.530283647;0.451000882;0.185811794;0.435159176;1.74E-102;1.84E-26;0.295185977;0.54678235;0;0.527845821
04/12/2015;2015;12;4;0;0.365745084;0.321413043;0;1.06E-26;0.267178977;0.352928085;0;0.418229167;0.421760332;0.581973805;0.375452459;0;0;0.229471983;0.778489583;0;0;0.2734375;0.06679679;0;0;0;0.563239365;0.391148589;0.203589012;0.445271536;8.70E-103;1.65E-26;0.312247942;0.425343239;0;0.453025937
05/12/2015;2015;12;5;0;0.313461423;0.307847826;0;1.04E-26;0.201392045;0.337940033;0;0.421354167;0.381662804;0.541599009;0.332016353;0;0;0.219913793;0.765697338;0;0;0.171875;0.02732596;0;0;0;0.538381625;0.405939153;0.151879825;0.442821473;4.35E-103;1.50E-26;0.214017885;0.313785328;0;0.458357349
06/12/2015;2015;12;6;0;0.278654008;0.291264493;0;9.88E-27;0.251833333;0.312261731;0;0.3796875;0.333260912;0.527800756;0.30480819;0;0;0.315761494;0.807468171;0;0;0.211588542;0.041341358;0;0;0;0.545754707;0.415767196;0.089646973;0.415886392;2.18E-103;1.12E-26;0.220379867;0.316597742;0;0.484161864
07/12/2015;2015;12;7;0;0.2673229;0.26123913;0;4.94E-27;0.241609848;0.292056497;0;0.342708333;0.332826381;0.624151093;0.346987913;0;0;0.349551006;0.807797068;0;0;0.266601563;0.08195077;0;0;0;0.549787831;0.420152116;0.103947074;0.487968165;1.09E-103;9.22E-27;0.252810225;0.301157177;0;0.502689721
08/12/2015;2015;12;8;0;0.260350141;0.229217391;0;5.29E-27;0.237779356;0.304630489;0;0.3375;0.373503283;0.615216503;0.332379937;0;0;0.433987069;0.805190008;0;0;0.388020833;0.142756452;0;0;0;0.54353696;0.437619048;0.092539443;0.442072409;5.44E-104;8.27E-27;0.273354305;0.291031103;0;0.53081172
09/12/2015;2015;12;9;0;0.250182663;0.236543478;0;5.22E-27;0.223642045;0.292250472;0;0.3375;0.401675357;0.589017821;0.361066673;0;0;0.508771552;0.782336034;0;0;0.283203125;0.078345261;0;0;0;0.532897664;0.417602513;0.175288128;0.467618602;2.72E-104;7.52E-27;0.266035929;0.244949778;0;0.521457733
10/12/2015;2015;12;10;0;0.253990017;0.239793478;0;4.94E-27;0.229117424;0.314601507;0;0.3375;0.394553882;0.578582006;0.399481288;0;0;0.511443966;0.788396026;0;0;0.254231771;0.079158534;0;0;0;0.554251918;0.410386905;0.148935605;0.460330836;1.36E-104;5.60E-27;0.245259972;0.267497576;0;0.512788184
11/12/2015;2015;12;11;0;0.260698178;0.252695652;0;2.47E-27;0.229069129;0.308314021;0;0.3375;0.38675647;0.592700674;0.363684474;0;0;0.499019397;0.782559799;0;0;0.28125;0.112041856;0;0;0;0.57657636;0.386722884;0.186762896;0.426357678;6.80E-105;4.61E-27;0.273377651;0.247282835;0;0.463376561
12/12/2015;2015;12;12;0;0.240983372;0.305938406;0;2.65E-27;0.224475379;0.290111108;0;0.3375;0.366236964;0.564051011;0.297613276;0;0;0.493293822;0.679084684;0;0;0.163736979;0.03385925;0;0;0;0.564514993;0.365362654;0.170192738;0.395115481;3.40E-105;4.13E-27;0.248759101;0.240461;0;0.464385207
13/12/2015;2015;12;13;0;0.221717331;0.305242754;0;2.61E-27;0.24770928;0.267118409;0;0.3375;0.308202974;0.507238051;0.256197078;0;0;0.480908764;0.72460841;0;0;0.171875;0.027380178;0;0;0;0.568476639;0.387003968;0.130598915;0.365012484;1.70E-105;3.76E-27;0.172994619;0.207215295;0;0.443503842
14/12/2015;2015;12;14;0;0.22250887;0.297583333;0;2.47E-27;0.236373106;0.264129445;0;0.346354167;0.343568946;0.500652318;0.351157003;0;0;0.467625718;0.795866127;0;0;0.274414063;0.147690306;0;0;0;0.574901674;0.392160494;0.151460222;0.377434457;8.50E-106;2.80E-27;0.247153767;0.227660709;0;0.425420269
15/12/2015;2015;12;15;0;0.233811414;0.268764493;0;1.24E-27;0.23365625;0.28436231;0;0.365104167;0.384438973;0.517684079;0.347521169;0;0;0.464493534;0.799367284;0;0;0.452148438;0.108897202;0;0;0;0.56556311;0.385185185;0.141291821;0.358473783;4.25E-106;2.30E-27;0.269909782;0.189534151;0;0.383573487
16/12/2015;2015;12;16;0;0.231027873;0.274724638;0;1.32E-27;0.220117424;0.286803551;0;0.367708333;0.382869834;0.483476307;0.311502165;0;0;0.452086925;0.79017554;0;0;0.315104167;0.141943179;0;0;0;0.559396618;0.37356261;0.158572508;0.356866417;2.12E-106;2.07E-27;0.208766223;0.236689873;0;0.406652257
17/12/2015;2015;12;17;0;0.235181761;0.280836957;0;1.31E-27;0.228169508;0.307951477;0;0.368229167;0.387697953;0.507684845;0.30215807;0;0;0.440082615;0.805399306;0;0;0.367838542;0.158777922;0;0;0;0.570304916;0.368280423;0.142219145;0.321551186;1.06E-106;1.88E-27;0.269028569;0.248955736;0;0.477149376
18/12/2015;2015;12;18;0;0.244036773;0.240289855;0;1.24E-27;0.228911932;0.295825757;0;0.359375;0.401433951;0.520126123;0.300045246;0;0;0.431440374;0.813503086;0;0;0.226888021;0.117436565;0;0;0;0.593125349;0.363446869;0.199482489;0.324843945;5.31E-107;1.40E-27;0.201738683;0.243327445;0;0.470136888
19/12/2015;2015;12;19;0;0.241760629;0.255677536;0;6.18E-28;0.17275;0.287298184;0;0.3375;0.33036404;0.477208435;0.25616476;0;0;0.427025862;0.808896605;0;0;0.189778646;0.038820213;0;0;0;0.596809972;0.374850088;0.139998042;0.319990637;2.66E-107;1.15E-27;0.219248575;0.252608063;0;0.488976945
20/12/2015;2015;12;20;0;0.227770762;0.260554348;0;6.62E-28;0.232714015;0.273281541;0;0.3375;0.341685979;0.494724009;0.247168089;0;0;0.418164511;0.761359954;0;0;0.197591146;0.024913251;0;0;0;0.604287831;0.378423721;0.155052031;0.257615481;1.33E-107;1.03E-27;0.219768519;0.230026323;0;0.515273775
21/12/2015;2015;12;21;0;0.238617024;0.247851449;0;6.53E-28;0.24158428;0.275312897;0;0.3375;0.377293357;0.558948632;0.300033126;0;0;0.407923851;0.738898534;0;0;0.171875;0.116867274;0;0;0;0.594773361;0.383513007;0.218391239;0.291978777;6.64E-108;9.40E-28;0.205280152;0.236800014;0;0.514157061
22/12/2015;2015;12;22;0;0.22343346;0.244844203;0;6.18E-28;0.243732955;0.263294999;0;0.336979167;0.376134608;0.58694087;0.309542854;0;0;0.405427443;0.768380594;0;0;0.171875;0.080595316;0;0;0;0.628803696;0.371315035;0.160659338;0.286548065;3.32E-108;7.00E-28;0.143245093;0.250408008;0;0.557829011
23/12/2015;2015;12;23;0;0.215164021;0.269315217;0;3.09E-28;0.239519886;0.262916428;0;0.3375;0.403606605;0.57351537;0.302788281;0;0;0.401716954;0.807059221;0;0;0.250651042;0.122804164;0;0;0;0.600731869;0.385726411;0.196394204;0.29508427;1.66E-108;5.76E-28;0.204317822;0.257135287;0;0.516462536
24/12/2015;2015;12;24;0;0.209647303;0.290793478;0;3.31E-28;0.231710227;0.268144445;0;0.3375;0.37825898;0.486660029;0.254670028;0;0;0.402492816;0.811762153;0;0;0.397786458;0.05879961;0;0;0;0.575694386;0.364753086;0.17933311;0.291885144;8.30E-109;5.17E-28;0.223560462;0.213721252;0;0.525300192
25/12/2015;2015;12;25;0;0.206052679;0.284717391;0;3.26E-28;0.24209375;0.263485318;0;0.3375;0.304074932;0.49694904;0.233557947;0;0;0.407948994;0.814328704;0;0;0.239583333;0.050124702;0;0;0;0.572726116;0.361262125;0.106871713;0.266416979;4.15E-109;4.70E-28;0.164502612;0.202802369;0;0.53942123
26/12/2015;2015;12;26;0;0.193064075;0.25901087;0;3.09E-28;0.241191288;0.247211078;0;0.339583333;0.3076236;0.521139706;0.22204851;0;0;0.416724138;0.825656829;0;0;0.393880208;0.072869226;0;0;0;0.556175732;0.35445216;0.09567808;0.202980649;2.07E-109;3.50E-28;0.175237417;0.186389582;0;0.514673391
27/12/2015;2015;12;27;0;0.189728035;0.249713768;0;0.040718202;0.235052083;0.252031992;0;0.34375;0.30074353;0.508960121;0.219434749;0;0;0.415775862;0.829816744;0;0;0.282877604;0.12855129;0;0;0;0.528135983;0.365001102;0.093031778;0.261750936;1.04E-109;2.88E-28;0.187635328;0.180948324;0;0.507756964
28/12/2015;2015;12;28;0;0.198419929;0.229615942;0;0.081436404;0.231160985;0.254899251;0;0.372916667;0.375072422;0.533175041;0.241318434;0;0;0.417787356;0.807366898;0;0;0.390299479;0.197299935;0;0;0;0.544206939;0.38365851;0.107515106;0.294756554;5.19E-110;2.58E-28;0.189778411;0.207494805;0;0.44917147
29/12/2015;2015;12;29;0;0.19502225;0.204717391;0;0.08379386;0.234919508;0.250277319;0;0.400520833;0.413745655;0.571262255;0.231639034;0;0;0.413775144;0.765093557;0;0;0.426757813;0.127195836;0;0;0;0.54575;0.374707892;0.132475943;0.248236579;2.59E-110;2.35E-28;0.225402422;0.213822735;0;0.509486071
30/12/2015;2015;12;30;0;0.187470684;0.193804348;0;0.096063596;0.232997159;0.244151328;0;0.409375;0.394288335;0.577872243;0.22139406;0;0;0.403926006;0.814817708;0;0;0.267578125;0.18260681;0;0;0;0.546418759;0.392712743;0.142761833;0.26218789;1.30E-110;1.75E-28;0.19784465;0.2081702;0;0.522226225
31/12/2015;2015;12;31;0;0.190451921;0.191583333;0;0.144766996;0.2233125;0.239860493;0;0.419270833;0.423570877;0.536916616;0.227514382;0;0;0.391436782;0.853299576;0;0;0.310221354;0.11044242;0;0;0;0.539444909;0.336588404;0.17474544;0.260471286;6.48E-111;1.44E-28;0.198105809;0.21317297;0;0.551428915
01/01/2016;2016;1;1;0;0.241698057;0.211428063;0;0.162872807;0.235201083;0.249257278;0;0.41875;0.329572804;0.481130838;0.273205985;0;0;0.371774425;0.825025077;0;0.146032087;0.279296875;0.015777489;0;0;0;0.657045513;0.322314346;0.179202935;0.221573353;3.24E-111;1.29E-28;0.176398386;0.171902099;0;0.455021844
02/01/2016;2016;1;2;0;0.242828849;0.190238604;0;0.167587719;0.235129544;0.252169093;0;0.420833333;0.336191336;0.579704906;0.305838014;0;0;0.319953305;0.842820216;0;0.138737836;0.357096354;0.031012795;0;0;0;0.65400235;0.303343882;0.23635476;0.248408726;1.62E-111;1.18E-28;0.209043606;0.183253935;0;0.471230712
03/01/2016;2016;1;3;0;0.25922272;0.222346866;0;0.192127193;0.235575213;0.263368908;0;0.4375;0.332796115;0.527879981;0.338223901;0;0;0.235926724;0.831739969;0;0.138121701;0.227864583;0.007753199;0;0;0;0.655145513;0.243229958;0.20463118;0.247327277;8.10E-112;8.75E-29;0.181140393;0.173423778;0;0.401828872
04/01/2016;2016;1;4;0;0.280589686;0.291951567;0;0.248815789;0.217975638;0.299069251;0;0.4375;0.448813822;0.590994537;0.457538414;0;0;0.184234914;0.750158179;0;0.177427177;0.214518229;0.019762524;0;0;0;0.657452991;0.198635021;0.327028233;0.242661599;4.05E-112;7.20E-29;0.186482273;0.200217481;0;0.436582078
05/01/2016;2016;1;5;0;0.280612108;0.279654558;0;0.243991228;0.214722544;0.303816113;0;0.4375;0.50580196;0.615329102;0.4463006;0;0;0.180355603;0.75994213;0;0.212046047;0.144205729;0.009596617;0;0;0;0.66513547;0.184955696;0.426912454;0.230163144;2.03E-112;6.46E-29;0.21910296;0.199606808;0;0.476238613
06/01/2016;2016;1;6;0;0.271512706;0.234198718;0;0.236447368;0.214874323;0.284591614;0;0.4375;0.485022348;0.530113271;0.468417102;0;0;0.226002155;0.698141397;0;0.19242511;0.131184896;0.01396118;0;0;0;0.669423504;0.195285865;0.320156791;0.220769991;1.01E-112;5.88E-29;0.197109449;0.213163491;0;0.422139338
07/01/2016;2016;1;7;0;0.261538117;0.298283476;0;0.262872807;0.215902939;0.285186524;0;0.4375;0.48635465;0.605734522;0.477189457;0;0;0.259507902;0.751182485;0;0.227278509;0.166666667;0.135464108;0;0;0;0.648986538;0.204905063;0.494510936;0.247852552;5.07E-113;4.37E-29;0.203982669;0.216792668;0;0.407522309
08/01/2016;2016;1;8;0;0.280092676;0.335117521;0;0.337280702;0.219891725;0.303716245;0;0.328125;0.547640536;0.616551521;0.562310349;0;0;0.295233477;0.848268711;0;0.226070088;0.168945313;0.097646931;0;0;0;0.647111325;0.204968354;0.55787998;0.246539365;2.53E-113;3.60E-29;0.217996201;0.238503521;0;0.393160904
09/01/2016;2016;1;9;0;0.274562033;0.326282051;0;0.489627193;0.18741976;0.336617827;0;0.445833333;0.549767922;0.54387184;0.583438246;0;0;0.343484195;0.765155285;0;0.182710043;0.162760417;0.021931251;0;0;0;0.625434188;0.201382911;0.501824573;0.242059078;1.27E-113;3.23E-29;0.232909148;0.232901477;0;0.332659416
10/01/2016;2016;1;10;0;0.295188341;0.326983618;0;0.488486842;0.227021462;0.348439847;0;0.4421875;0.544352759;0.502755463;0.5691176;0;0;0.375409483;0.751355131;0;0.169747345;0.167317708;0.007671872;0;0;0;0.620214957;0.229874473;0.541736413;0.25818811;6.33E-114;2.94E-29;0.375189538;0.238268779;0;0.357420059
11/01/2016;2016;1;11;0;0.37763154;0.326524217;0;0.520328947;0.219118329;0.349761498;0;0.444270833;0.591950318;0.568202389;0.588284428;0;0;0.43251796;0.758397955;0;0.253839916;0.166666667;0.024289742;0;0;0;0.643974786;0.25689346;0.622431927;0.293211593;3.17E-114;2.19E-29;0.51706434;0.296242751;0;0.338329615
12/01/2016;2016;1;12;0;0.475825859;0.322229345;0;0.522785088;0.241772042;0.360974974;0;0.45;0.596914217;0.582578192;0.567572148;0;0;0.504145115;0.760481289;0;0.267768556;0.161458333;0.052700065;0;0;0;0.653603632;0.276424051;0.747729048;0.310066741;1.58E-114;1.80E-29;0.577617917;0.296905896;0;0.322899238
13/01/2016;2016;1;13;0;0.468025411;0.313404558;0;0.534802632;0.240351895;0.348438819;0;0.4515625;0.575661853;0.576454049;0.587158629;0;0;0.301293103;0.741847029;0;0.241330376;0.170898438;0.062676209;0;0;0;0.653361538;0.276970464;0.767839806;0.37269806;7.91E-115;1.61E-29;0.567600902;0.391760909;0;0.343674475
14/01/2016;2016;1;14;0;0.421723468;0.320918803;0;0.485526316;0.230106342;0.335400607;0;0.442708333;0.595216606;0.59702094;0.570049713;0;0;0.131350575;0.753580247;0;0.247209502;0.216796875;0.114075038;0;0;0;0.649576496;0.293483122;0.762790146;0.420250896;3.96E-115;1.47E-29;0.479788303;0.379084507;0;0.293595464
15/01/2016;2016;1;15;0;0.402747384;0.303792735;0;0.431074561;0.236373743;0.337198233;0;0.445833333;0.612901839;0.625322676;0.56532862;0;0;0.093430316;0.770722415;0;0.2645408;0.197916667;0.127521145;0;0;0;0.632239744;0.31667827;0.783072481;0.448291311;1.98E-115;1.09E-29;0.434154004;0.362395057;0;0.286891151
16/01/2016;2016;1;16;0;0.361984305;0.270420228;0;0.383991228;0.245697989;0.333063265;0;0.4515625;0.592036273;0.542121894;0.540754729;0;0;0.081591236;0.773643904;0;0.210599122;0.172851563;0.03236825;0;0;0;0.610268162;0.311118143;0.790638601;0.449882586;9.89E-116;9.00E-30;0.374020655;0.314620961;0;0.275492657
17/01/2016;2016;1;17;0;0.330078475;0.285024929;0;0.361820175;0.236421114;0.309510628;0;0.4375;0.569473096;0.54188223;0.503901963;0;0;0.069788075;0.753171296;0;0.173468009;0.172526042;0.009081544;0;0;0;0.607000641;0.313874473;0.774891195;0.416295884;4.95E-116;8.07E-30;0.316816635;0.289786316;0;0.273749768
18/01/2016;2016;1;18;0;0.318570254;0.314608262;0;0.410592105;0.23808198;0.295428244;0;0.4515625;0.582796115;0.610269387;0.568443734;0;0;0.133035201;0.751061921;0;0.230069007;0.23046875;0.098731295;0;0;0;0.620650427;0.318644515;0.737311684;0.485230503;2.47E-116;7.35E-30;0.332708135;0.280085957;0;0.240716211
19/01/2016;2016;1;19;0;0.303007474;0.342581909;0;0.444364035;0.226861949;0.312507753;0;0.447916667;0.604069967;0.598100096;0.575275195;0;0;0.259134339;0.826791088;0;0.247897189;0.209960938;0.1217198;0;0;0;0.619591239;0.320331224;0.75661338;0.488413052;1.24E-116;5.47E-30;0.319902659;0.257893538;0;0.257413088
20/01/2016;2016;1;20;0;0.31831988;0.354668803;0;0.436600877;0.228526682;0.320175369;0;0.444791667;0.600008595;0.635317588;0.526543031;0;0;0.350337644;0.81875;0;0.256507187;0.244791667;0.110686402;0;0;0;0.620860897;0.30896519;0.675566343;0.469163268;6.18E-117;4.50E-30;0.31099636;0.259245374;0;0.27041504
21/01/2016;2016;1;21;0;0.321440209;0.329946581;0;0.437719298;0.229564965;0.334221835;0;0.446875;0.593905793;0.630450675;0.505903383;0;0;0.410639368;0.817940779;0;0.245563824;0.320638021;0.110333984;0;0;0;0.617309402;0.317703586;0.653127441;0.474446916;3.09E-117;4.04E-30;0.308841406;0.248207677;0;0.261514687
22/01/2016;2016;1;22;0;0.29506278;0.322297009;0;0.415789474;0.234812452;0.3305452;0;0.4421875;0.587717036;0.598655741;0.482644942;0;0;0.426831897;0.816901042;0;0.235025917;0.222330729;0.065956409;0;0;0;0.608971795;0.305912447;0.683637429;0.426585095;1.55E-117;3.67E-30;0.281942466;0.246479909;0;0.30558654
23/01/2016;2016;1;23;0;0.271615845;0.34423433;0;0.365307018;0.206082753;0.296350554;0;0.453125;0.564767062;0.479588421;0.408765898;0;0;0.439673132;0.82081983;0;0.194933378;0.180338542;0;0;0;0;0.590120085;0.283763713;0.58309759;0.407829687;7.73E-118;2.73E-30;0.252715654;0.251761254;0;0.38285462
24/01/2016;2016;1;24;0;0.280665919;0.359220085;0;0.352763158;0.242328886;0.282812605;0;0.453125;0.541881554;0.43409932;0.367438182;0;0;0.400786638;0.822574267;0;0.156232112;0.171875;0.000135545;0;0;0;0.584393162;0.269649789;0.448134974;0.395779261;3.86E-118;2.25E-30;0.171646091;0.228192833;0;0.388094906
