Date;Year;Month;Day;AT;BG;CH;CZ;DE;ES;FR;HU;IT;ME;NO;PL;PT;RO;RS;SE;SK
06/02/2016;2016;2;6;0.064052839;0.277067142;0.098213852;0.214827564;0.047021712;0.160605385;0.179607509;0.149787946;0.077959852;0.150684698;0.514339248;0.015357906;0.360329804;0.098851722;0;0.486290863;0.014014694
07/02/2016;2016;2;7;0.064418212;0.278524396;0.103768135;0.127059615;0.045887613;0.120777853;0.202507923;0.049419643;0.053409449;0;0.44454755;0.015357906;0.284623869;0.045816692;0;0.421522586;0.01001711
08/02/2016;2016;2;8;0.083559584;0.272263601;0.236508226;0.165173077;0.039685098;0.167343783;0.308198237;0.004285714;0.132907399;0.146586257;0.495462437;0.061412927;0.352208802;0.091622982;0;0.52137128;0.012811997
09/02/2016;2016;2;9;0.104498314;0.203421848;0.187369325;0.213910897;0.041456755;0.192569634;0.365644807;0.006320685;0.125216911;0;0.608722687;0.046055021;0.393861681;0.170286237;0;0.609167871;0.02087963
10/02/2016;2016;2;10;0.091415121;0.24328044;0.172255918;0.352398077;0.038611317;0.204976148;0.434676174;0.15531622;0.129860782;0;0.746904373;0.046073718;0.396489632;0.085954402;0;0.650758623;0.029751409
11/02/2016;2016;2;11;0.077953907;0.267702936;0.157263033;0.275783974;0.048198836;0.232650538;0.416158784;0.225796131;0.156107036;0;0.764060526;0.04605235;0.584339841;0.108867948;0;0.659507131;0.039872182
12/02/2016;2016;2;12;0.078670601;0.260524611;0.181211388;0.398425641;0.030996857;0.248285367;0.407118479;0.212752976;0.168510412;0.139061891;0.789673526;0.092147436;0.668227443;0.127662673;0;0.666849909;0.067641908
13/02/2016;2016;2;13;0.079315627;0.227142703;0.119005102;0.299228205;0.022787522;0.252208272;0.350012189;0.099029018;0.11442065;0;0.734620525;0.015357906;0.7658394;0.116398319;0;0.640036334;0.010912842
14/02/2016;2016;2;14;0.071807195;0.186123705;0.101647057;0.159448077;0.048050958;0.265066925;0.286978913;0.004505208;0.10089328;0;0.643385606;0.015357906;0.716799029;0.072880263;0;0.590406484;0.028487319
15/02/2016;2016;2;15;0.077054525;0.205229922;0.176846193;0.354924359;0.064557875;0.30915592;0.405066634;0.005524554;0.19291292;0.026840887;0.783040258;0.05982906;0.877062652;0.169027708;0;0.689524827;0.048874799
16/02/2016;2016;2;16;0.109978921;0.264761442;0.27417786;0.311105769;0.056230992;0.338407336;0.398677474;0.004765625;0.185488642;0.35225999;0.818660086;0.2565625;0.916981028;0.146280579;0;0.702812507;0.053675523
17/02/2016;2016;2;17;0.086559865;0.262359672;0.213759805;0.323862179;0.043670194;0.330670738;0.406666464;0.003350694;0.198641347;0.069288499;0.724759786;0.180649038;0.874806971;0.137782909;0;0.648015225;0.048117955
18/02/2016;2016;2;18;0.084724564;0.367956606;0.27306834;0.431242308;0.046982186;0.351067222;0.468856655;0.004177827;0.226455277;0.198888889;0.809525873;0.181426282;0.786683764;0.188404893;0;0.691865092;0.045857488
19/02/2016;2016;2;19;0.096453064;0.520482513;0.23537762;0.334488462;0.079099967;0.324482771;0.392115635;0.005111607;0.174090945;0.217691277;0.769028366;0.184182692;0.788936687;0.175205941;0;0.695286486;0.038647343
20/02/2016;2016;2;20;0.065479202;0.323402418;0.096147959;0.228751923;0.048033116;0.301117897;0.215707785;0.003883929;0.13706815;0.149467593;0.50388861;0.276247329;0.630603353;0.116439923;0;0.530881552;0.043402778
21/02/2016;2016;2;21;0.089191962;0.223823402;0.083046647;0.144116667;0.040736715;0.292022699;0.151064521;0.002764137;0.077466872;0.061423002;0.488484888;0.230232372;0.576331899;0.053388667;0;0.479304098;0.058858696
22/02/2016;2016;2;22;0.082885048;0.190252591;0.134096383;0.284503846;0.061041049;0.311947386;0.308975297;0.004415923;0.184768891;0.228084795;0.661446442;0.245606303;0.675634238;0.098269263;0;0.63853113;0.049628623
23/02/2016;2016;2;23;0.109907251;0.209412781;0.155605217;0.401946795;0.055076032;0.298590725;0.343430034;0.005918899;0.173834595;0.378201754;0.693802722;0.180090812;0.559692808;0.100911133;0;0.661999225;0.044361916
24/02/2016;2016;2;24;0.095902192;0.284056563;0.135441222;0.356285256;0.034308232;0.337738956;0.362927637;0.00625;0.148032024;0.448029971;0.714587762;0.18028312;0.541250276;0.098258862;0;0.663810706;0.029208937
25/02/2016;2016;2;25;0.096661046;0.319057642;0.153099056;0.378583974;0.036660216;0.338038198;0.372765318;0.006313244;0.166183546;0.545789474;0.796249396;0.184174679;0.613418266;0.136982027;0;0.695799564;0.022101449
26/02/2016;2016;2;26;0.089318437;0.36121006;0.149699518;0.411394872;0.050551644;0.34256177;0.382267796;0.005249256;0.178695378;0.41587963;0.803719729;0.180424679;0.722893227;0.174269845;0;0.675242403;0.030245572
27/02/2016;2016;2;27;0.076267566;0.529846718;0.0971393;0.282914103;0.020742891;0.281241263;0.289533561;0.004281994;0.092108377;0.273218811;0.743133532;0.122844551;0.659086146;0.107661425;0;0.612921719;0.014829911
28/02/2016;2016;2;28;0.076918212;0.370655225;0.088981935;0.290660897;0.038775115;0.235691008;0.227363684;0.004285714;0.090382947;0.106000244;0.6656863;0.030715812;0.554265939;0.0800778;0;0.566362485;0.024334742
29/02/2016;2016;2;29;0.115279651;0.319840242;0.265971644;0.344011538;0.046384291;0.31523686;0.400698846;0.004162946;0.176240338;0.352682749;0.794175756;0.090259081;0.556965586;0.119341821;0;0.680990974;0.024863124
01/03/2016;2016;3;1;0.085451096;0.237775259;0.198065997;0.454932051;0.037205067;0.339468879;0.402059971;0.004270833;0.170955592;0.31248538;0.735992521;0.122844551;0.556353408;0.175309952;0;0.658190404;0.03294686
02/03/2016;2016;3;2;0.066308319;0.216564119;0.189517042;0.413662821;0.035062308;0.302552946;0.323338209;0.004174107;0.166025793;0.700925926;0.737318546;0.153560363;0.434298478;0.126206524;0;0.641572951;0.029975845
03/03/2016;2016;3;3;0.095186903;0.214216321;0.225768603;0.455275641;0.052196558;0.325323705;0.33675646;0.002738095;0.19759623;0.809594298;0.788864579;0.214938568;0.537331789;0.123897487;0;0.671255576;0.015335145
04/03/2016;2016;3;4;0.065237493;0.247787133;0.191684454;0.298567949;0.061514465;0.314162211;0.353856858;0.002957589;0.20989115;0.877000487;0.77426937;0.245566239;0.475157181;0.1582002;0;0.646902683;0.02218599
05/03/2016;2016;3;5;0.075401911;0.196702288;0.113212203;0.218789103;0.08006567;0.231228594;0.288487323;0.003151042;0.160632592;0.823481969;0.693809318;0.091511752;0.473888705;0.119518639;0;0.56040973;0.029681965
06/03/2016;2016;3;6;0.047670039;0.18920013;0.080417448;0.286744872;0.082497461;0.232526036;0.206560824;0.004159226;0.125907083;0.648843811;0.659343135;0.030715812;0.420312155;0.116190298;0;0.526651274;0.034246176
07/03/2016;2016;3;7;0.056987071;0.217562608;0.225141434;0.455837821;0.079528437;0.310232753;0.314785471;0.003706597;0.197379319;0.833068957;0.772856714;0.153258547;0.400165453;0.140497587;0;0.667750414;0.029806763
08/03/2016;2016;3;8;0.070056211;0.280548359;0.229933708;0.452939103;0.061032403;0.335403998;0.314282667;0.004010417;0.199193485;0.831633772;0.785064164;0.091228632;0.583016214;0.160582044;0;0.665048899;0.035591787
09/03/2016;2016;3;9;0.04671023;0.288239421;0.182069971;0.509060256;0.038951403;0.282066908;0.310001219;0.002852183;0.182116659;0.681935916;0.748072139;0.091095085;0.335997132;0.17646447;0;0.645075496;0.025990338
10/03/2016;2016;3;10;0.058274311;0.312095207;0.216995523;0.415812821;0.03957853;0.282189226;0.380916829;0.003809524;0.158611374;0.749381092;0.763741732;0.091049679;0.405553717;0.169173323;0;0.622463404;0.022951892
11/03/2016;2016;3;11;0.080431422;0.361965674;0.206454776;0.377503205;0.11343702;0.302201283;0.36783378;0.002759177;0.164921518;0.577601121;0.769412966;0.075803953;0.512022943;0.166323432;0;0.588142133;0.028950282
12/03/2016;2016;3;12;0.041700393;0.261792962;0.109228794;0.27793141;0.05756272;0.246092385;0.274850683;0.004267113;0.121706894;0.309601608;0.725524046;0.060673077;0.47696338;0.150898652;0;0.498866516;0.027956924
13/03/2016;2016;3;13;0.032623665;0.301732513;0.080483826;0.277785897;0.059614281;0.197344394;0.185463392;0.002863343;0.106168165;0.316980994;0.620607178;0.030555556;0.272452019;0.16337993;0;0.418818454;0.029908414
14/03/2016;2016;3;14;0.055130691;0.281438903;0.187671803;0.275600641;0.079443621;0.315505522;0.296781042;0.004285714;0.166765263;0.405895468;0.68456723;0.076370192;0.437599272;0.196060077;0;0.597016293;0.032580515
15/03/2016;2016;3;15;0.079197583;0.398504965;0.202754929;0.29014359;0.109203448;0.326806808;0.312296847;0.006971726;0.166518773;0.521030702;0.67218215;0.076169872;0.471382087;0.253588367;0;0.564969844;0.036137279
16/03/2016;2016;3;16;0.059508151;0.391866364;0.240305255;0.322635256;0.077635938;0.249084801;0.339976434;0.148485863;0.176112163;0.541241472;0.656033244;0.091228632;0.389499228;0.233555916;0;0.550394233;0.035535427
17/03/2016;2016;3;17;0.07438308;0.277687824;0.203240837;0.253639744;0.060923501;0.310438072;0.373669348;0.199449405;0.156264789;0.553003168;0.653944274;0.075884081;0.467466358;0.168507655;0;0.549697912;0.035859501
18/03/2016;2016;3;18;0.072381956;0.234375;0.173105824;0.297748077;0.059862621;0.304503477;0.344445799;0.278251488;0.164803202;0.269582115;0.659834216;0.075857372;0.45918266;0.150399401;0;0.578008838;0.046313406
19/03/2016;2016;3;19;0.076392636;0.216833981;0.073274157;0.269342949;0.032371061;0.235863563;0.312484764;0.347168899;0.110052847;0.080794347;0.607462545;0.075790598;0.247261747;0.135245049;0;0.492979205;0.012309783
20/03/2016;2016;3;20;0.086916807;0.287834629;0.093345221;0.253475;0.021410779;0.201289142;0.22194458;0.417012649;0.106828758;0.023640351;0.519735414;0;0.208035517;0.1035114;0;0.424242424;0.020566626
21/03/2016;2016;3;21;0.117764193;0.273585924;0.238731345;0.294830769;0.033586064;0.247708726;0.325847148;0.494895833;0.164172188;0.1285904;0.63894655;0.076348825;0.375317119;0.168570062;0;0.558100877;0.042452697
22/03/2016;2016;3;22;0.111180438;0.286728195;0.191757514;0.296092308;0.035822628;0.248593346;0.288253697;0.656116071;0.151167377;0.186583821;0.676416481;0.076228632;0.418150232;0.17802463;0;0.58829658;0.045550523
23/03/2016;2016;3;23;0.098485104;0.310233161;0.167281081;0.206990385;0.083538716;0.216524254;0.337863644;0.763426339;0.147440448;0.213361355;0.682733928;0.075862714;0.33009872;0.146946247;0;0.590668258;0.052175926
24/03/2016;2016;3;24;0.107048904;0.398019214;0.161571567;0.177321154;0.04744078;0.244244513;0.3116366;0.784412202;0.152468844;0.180611598;0.636086987;0.075763889;0.264477167;0.11142661;0;0.580838621;0.030667271
25/03/2016;2016;3;25;0.085756043;0.452855138;0.126433517;0.160561538;0.030624931;0.191136769;0.297969486;0.763236607;0.147420729;0.13359771;0.560446953;0.075721154;0.27985054;0.161070894;0;0.519004838;0.029870169
26/03/2016;2016;3;26;0.037897695;0.39267595;0.065476624;0.182925641;0.045242438;0.142530754;0.12983504;0.801651786;0.149047563;0.040929581;0.440489518;0.030288462;0.153805427;0.097405974;0;0.384478859;0.067246377
27/03/2016;2016;3;27;0.04391231;0.392514033;0.078002568;0.153779487;0.048836394;0.141204917;0.085999716;0.823247768;0.111571226;0;0.328671761;0.045432692;0.081036289;0.065848311;0;0.271727294;0.038724839
28/03/2016;2016;3;28;0.060786959;0.291234888;0.101990664;0.150328846;0.061806722;0.168842175;0.090682391;0.816592262;0.117220776;0;0.354986715;0;0.283443636;0.085964803;0;0.340657787;0.042117552
29/03/2016;2016;3;29;0.066034289;0.357863774;0.166152818;0.161508333;0.070775623;0.210056703;0.277872582;0.788883929;0.157053557;0.252839912;0.523183962;0.075972222;0.586055041;0.136784407;0;0.505149107;0.036845813
30/03/2016;2016;3;30;0.063147836;0.294446244;0.179615264;0.156380769;0.049082057;0.222255714;0.299843572;0.791923363;0.14936307;0.198596491;0.658458705;0.075790598;0.490651886;0.121338825;0;0.564006513;0.038340378
31/03/2016;2016;3;31;0.091209949;0.229409542;0.206997518;0.192321795;0.067819156;0.222897882;0.266668698;0.796729911;0.184571699;0.195220517;0.691871857;0.045432692;0.342551842;0.115576635;0;0.572383301;0.037340982
01/04/2016;2016;4;1;0.112126194;0.235319516;0.237736967;0.218094231;0.058199179;0.315811316;0.315080042;0.769122024;0.169713283;0.20292885;0.691331971;0.075721154;0.464151776;0.163099101;0;0.57011895;0.048528583
02/04/2016;2016;4;2;0.113449972;0.232728843;0.168903061;0.132519231;0.053053771;0.274559656;0.304500853;0.785647321;0.164211626;0.053792641;0.556612195;0.075721154;0.182870064;0.082553253;0;0.434312894;0.023487319
03/04/2016;2016;4;3;0.098458404;0.32755829;0.119509145;0.103551282;0.04804238;0.231886052;0.145005485;0.807752976;0.116924988;0;0.504873637;0;0.230090448;0.024359294;0;0.410334339;0.01318438
04/04/2016;2016;4;4;0.109836987;0.245790155;0.175013796;0.192204487;0.043913181;0.324679353;0.259979888;0.804981399;0.158828285;0.426628899;0.644120401;0.075721154;0.444807523;0.126788983;0;0.524622521;0.048016304
05/04/2016;2016;4;5;0.126378583;0.210060449;0.169892927;0.122716667;0.06670331;0.283545642;0.257029092;0.815037202;0.156649314;0.474624756;0.656873219;0.060555556;0.360812376;0.17528915;0;0.54109338;0.046989734
06/04/2016;2016;4;6;0.113230748;0.22935557;0.1630745;0.151215385;0.047643143;0.304623611;0.233361775;0.819925595;0.156688752;0.444354288;0.558759786;0.060576923;0.455454445;0.167571559;0;0.471123641;0.028363527
07/04/2016;2016;4;7;0.137001124;0.235265544;0.206633087;0.157605769;0.063530276;0.292745684;0.25284922;0.803887649;0.161529815;0.476078216;0.520976666;0.060576923;0.62784304;0.161663754;0;0.478979498;0.010431763
08/04/2016;2016;4;8;0.1207448;0.332280872;0.232701479;0.264850641;0.058828228;0.318272961;0.326248375;0.809252232;0.180312352;0.274928119;0.591447185;0.060576923;0.728071917;0.169932601;0;0.515976105;0.079235105
09/04/2016;2016;4;9;0.111204328;0.322457902;0.170143256;0.156655128;0.041485576;0.32643767;0.252107712;0.822793899;0.149540543;0.160077973;0.552517466;0.075721154;0.85755846;0.12675778;0;0.472908944;0.037544283
10/04/2016;2016;4;10;0.079222878;0.33130937;0.137468069;0.119379487;0.063658185;0.243962746;0.119596132;0.852645089;0.12672543;0.072386696;0.463968537;0;0.407983124;0.090447662;0;0.447830935;0.03136876
11/04/2016;2016;4;11;0.117234401;0.377455743;0.193608566;0.151725641;0.068163839;0.32684394;0.288736186;0.860918899;0.14665168;0.345331384;0.585816425;0.075721154;0.799856607;0.225172658;0;0.521143536;0.024461554
12/04/2016;2016;4;12;0.114912872;0.368064551;0.164813185;0.185891026;0.085510746;0.346314304;0.252991427;0.856767113;0.182639218;0.50914961;0.600834185;0.075721154;0.820152217;0.132977617;0;0.519515298;0.008674517
13/04/2016;2016;4;13;0.128690275;0.320514896;0.204392614;0.214979487;0.115618824;0.305619627;0.279899033;0.864921875;0.167672346;0.660514133;0.638336244;0.075702457;0.597722259;0.115618239;0;0.538674583;0.027682166
14/04/2016;2016;4;14;0.128998033;0.330607729;0.173338713;0.144960256;0.084228288;0.277113039;0.293352836;0.846350446;0.169604827;0.547467105;0.625101279;0.075721154;0.446591661;0.107370195;0;0.542543612;0.024550121
15/04/2016;2016;4;15;0.122650365;0.343857945;0.158795033;0.221770513;0.063728865;0.298800412;0.311154112;0.851328125;0.16633144;0.242977583;0.5780613;0.181672009;0.656692588;0.094545681;0;0.530219262;0.025365338
16/04/2016;2016;4;16;0.094775155;0.337057427;0.162075698;0.109709615;0.074829889;0.283069476;0.169566675;0.849594494;0.136042751;0.310695663;0.424427939;0.181725427;0.525328149;0.067721335;0;0.431661117;0.037861312
17/04/2016;2016;4;17;0.101391231;0.33279361;0.199491445;0.069411538;0.09044439;0.308367408;0.1588402;0.861670387;0.121904086;0.100964912;0.355135901;0.121116453;0.451271233;0.076458229;0;0.363377207;0.035661232
18/04/2016;2016;4;18;0.165948567;0.340052893;0.267833802;0.166085256;0.063546813;0.365035472;0.318894239;0.762786458;0.159124073;0.47191155;0.441352456;0.121153846;0.474545003;0.176547678;0;0.504112479;0.055618961
19/04/2016;2016;4;19;0.135546655;0.322026123;0.206276291;0.111589103;0.058321187;0.36368124;0.257821388;0.775059524;0.153809749;0.401217105;0.417460532;0.090665064;0.420336973;0.114089283;0;0.437933237;0.02014694
20/04/2016;2016;4;20;0.123305228;0.295984456;0.187152141;0.160252564;0.062730772;0.369310041;0.259598976;0.835866815;0.154490062;0.340322856;0.482618822;0.075630342;0.670030885;0.132998419;0;0.502387385;0.075116747
21/04/2016;2016;4;21;0.158388139;0.305672496;0.203334461;0.165778846;0.066754021;0.361905448;0.27425646;0.827831101;0.179848951;0.38622807;0.462532191;0.064025107;0.694016104;0.200511732;0;0.507416075;0.054668881
22/04/2016;2016;4;22;0.123681844;0.308775907;0.161108479;0.217702564;0.051259881;0.371765132;0.266602673;0.800863095;0.182915286;0.372909357;0.478390143;0.085411325;0.647192808;0.143025046;0;0.516758811;0.03973128
23/04/2016;2016;4;23;0.115368184;0.31921956;0.13492399;0.141330128;0.036144118;0.326789334;0.165437591;0.805792411;0.188121155;0.317997076;0.46454193;0.099639423;0.499533973;0.12998211;0;0.486560491;0.053881844
24/04/2016;2016;4;24;0.110972456;0.389221718;0.141869967;0.058703205;0.033336559;0.302317048;0.123197018;0.778426339;0.134544092;0.105528752;0.451772358;0;0.418607986;0.073972375;0;0.460655274;0.058097826
25/04/2016;2016;4;25;0.111565486;0.390625;0.176395165;0.174725641;0.071097867;0.344062347;0.227150374;0.751677827;0.124211232;0.57772539;0.57947408;0.085470085;0.451684867;0.278956565;0;0.526177462;0.067344002
26/04/2016;2016;4;26;0.145493255;0.437580959;0.224782209;0.156;0.085587945;0.349673674;0.264520356;0.700874256;0.176141742;0.530772417;0.547548898;0.085470085;0.562036731;0.218828008;0;0.511109715;0.052051127
27/04/2016;2016;4;27;0.113496346;0.406142055;0.174319121;0.146822436;0.064731829;0.367641277;0.243575288;0.704895833;0.166045512;0.548326023;0.545849142;0.085470085;0.524015553;0.269866034;0;0.513549454;0.036287238
28/04/2016;2016;4;28;0.141523328;0.349363126;0.230751076;0.287510897;0.070261858;0.34272122;0.240065822;0.774315476;0.161805884;0.633596491;0.58292399;0.085470085;0.501398081;0.256895906;0;0.559370484;0.038053543
29/04/2016;2016;4;29;0.138496346;0.315549439;0.132981917;0.227489744;0.064580726;0.324187898;0.250457094;0.814021577;0.1579705;0.185936891;0.474368017;0.128071581;0.581954555;0.242146572;0;0.490856212;0.024965781
30/04/2016;2016;4;30;0.087213322;0.336139896;0.078758937;0.145955128;0.035077267;0.256768977;0.101662807;0.787853423;0.130146711;0.114986598;0.471886752;0.142337073;0.267171299;0.291076926;0;0.461432745;0.023491345
01/05/2016;2016;5;1;0.088985385;0.268944301;0.105313238;0.064310897;0.026871226;0.220903666;0.076278848;0.784293155;0.114282616;0;0.395816673;0.128111645;0.288423781;0.106696414;0;0.437980356;0.027080314
02/05/2016;2016;5;2;0.159301574;0.2927731;0.125696238;0.201410897;0.06405701;0.268756116;0.177550585;0.780792411;0.169190724;0.080997807;0.514697201;0.142334402;0.352809949;0.200399817;0;0.548925677;0.045410628
03/05/2016;2016;5;3;0.109515177;0.429754965;0.177737401;0.169907051;0.036721152;0.292614629;0.149749106;0.806651786;0.160494558;0.0410173;0.517727657;0.042708333;0.348979704;0.290210518;0;0.555093087;0.056706924
04/05/2016;2016;5;4;0.126520517;0.365986615;0.190490594;0.199246795;0.045000412;0.319520165;0.180181416;0.805848214;0.1663413;0.250067008;0.546219125;0.113888889;0.516377123;0.199565235;0;0.576888442;0.039916465
05/05/2016;2016;5;5;0.086228218;0.352412565;0.105632375;0.096357051;0.045638587;0.31397655;0.100834959;0.81297247;0.160494558;0.135382554;0.391714589;0.085403312;0.555305537;0.111416209;0;0.494644091;0.035035225
06/05/2016;2016;5;6;0.097477515;0.360022668;0.118817593;0.154833333;0.028437431;0.313081009;0.123572851;0.745215774;0.143644502;0.354841618;0.426016227;0.113883547;0.334075116;0.147871942;0;0.530250675;0.049231079
07/05/2016;2016;5;7;0.089983137;0.360130613;0.103165695;0.130797436;0.033689751;0.247592961;0.140652934;0.689479167;0.106207604;0.438717105;0.287522792;0.113875534;0.254081182;0.169298136;0;0.469874976;0.043943237
08/05/2016;2016;5;8;0.093629848;0.348364637;0.091037675;0.049076282;0.044855416;0.196335273;0.096604299;0.673344494;0.081509307;0.157173489;0.274158878;0;0.123659828;0.106558912;0;0.464741576;0.045600845
09/05/2016;2016;5;9;0.185526981;0.392352116;0.198875469;0.175960897;0.079617369;0.322883903;0.183467414;0.657354911;0.154706973;0.712903265;0.476889307;0.142361111;0.629431392;0.244591446;0;0.546373374;0.048342391
10/05/2016;2016;5;10;0.194998595;0.394915803;0.193389039;0.108558333;0.044658679;0.344534144;0.181618723;0.657983631;0.15895646;0.65462963;0.521218878;0.113942308;0.661396978;0.215437261;0;0.532761094;0.0431562
11/05/2016;2016;5;11;0.198666386;0.391245682;0.177991809;0.225308333;0.056920358;0.378405239;0.234601008;0.604415923;0.181416627;0.517621832;0.495381193;0.113883547;0.754541694;0.160207605;0;0.515523235;0.024035829
12/05/2016;2016;5;12;0.242677066;0.439847798;0.165272282;0.150763462;0.086112346;0.399055095;0.203508451;0.606037946;0.145537545;0.610856481;0.512568423;0.096041667;0.646861902;0.193366201;0;0.530151201;0.037374195
13/05/2016;2016;5;13;0.199225689;0.442303541;0.140057094;0.207439744;0.054817056;0.381021965;0.195590566;0.634933036;0.160021297;0.357356238;0.548329354;0.08420406;0.579089455;0.204411092;0;0.519787544;0.031224839
14/05/2016;2016;5;14;0.150096965;0.465943437;0.120620748;0.084715385;0.048603975;0.356613022;0.14325837;0.674985119;0.138369617;0;0.376660473;0.112099359;0.47463876;0.207331711;0;0.454152793;0.028169283
15/05/2016;2016;5;15;0.137466273;0.432858377;0.099086318;0.065807692;0.042853947;0.335085098;0.096614456;0.72015253;0.109579587;0.035607943;0.348712003;0.314770299;0.423847342;0.086380845;0;0.434339071;0.04083132
16/05/2016;2016;5;16;0.139537662;0.426219775;0.110354193;0.097091667;0.057804952;0.331063902;0.099301154;0.86047247;0.184443524;0.609590643;0.442484516;0.211738782;0.479999448;0.140653603;0;0.431409813;0.03791868
17/05/2016;2016;5;17;0.222325745;0.334736615;0.138691344;0.130501923;0.062893336;0.337601349;0.160313059;0.908340774;0.19932166;0.680460526;0.528598291;0.112270299;0.4899818;0.186896738;0;0.477725597;0.037926731
18/05/2016;2016;5;18;0.172417088;0.374217401;0.124479384;0.185507051;0.062973142;0.32472959;0.173360556;0.716290923;0.198976574;0.680880848;0.599742986;0.169313568;0.455539929;0.159625146;0;0.496345626;0.046023551
19/05/2016;2016;5;19;0.163123946;0.353950777;0.15258139;0.261945513;0.071545276;0.319670878;0.186301398;0.58452381;0.207840353;0.689063109;0.592150718;0.197283654;0.37189775;0.163899983;0;0.503523486;0.039261272
20/05/2016;2016;5;20;0.142539348;0.340646589;0.130667777;0.192210897;0.078868714;0.350960194;0.169830774;0.594494048;0.185133696;0.38526194;0.56523865;0.140152244;0.502536951;0.173874605;0;0.445815271;0.036881039
21/05/2016;2016;5;21;0.129146993;0.360427461;0.083074761;0.122051282;0.066249451;0.289277102;0.119814521;0.66609375;0.106601988;0.207396442;0.453312415;0.13946047;0.375024818;0.095596189;0;0.37293198;0.043547705
22/05/2016;2016;5;22;0.146869028;0.338433722;0.084439643;0.090405128;0.070334802;0.241230254;0.081855396;0.66984747;0.115998186;0.176005117;0.436438344;0.055678419;0.259204721;0.085278333;0;0.312532722;0.038259863
23/05/2016;2016;5;23;0.223989601;0.342751511;0.164354262;0.190329487;0.077520175;0.310339781;0.13475642;0.771863839;0.166213125;0.717624269;0.551896073;0.083651175;0.498670858;0.152895657;0;0.425718833;0.05089372
24/05/2016;2016;5;24;0.205993536;0.303837435;0.126636471;0.194751923;0.093150664;0.273238188;0.138260808;0.821075149;0.18135747;0.689306774;0.544939087;0.083373397;0.441851423;0.169121318;0;0.452770623;0.02983595
25/05/2016;2016;5;25;0.204997189;0.38525475;0.133756768;0.216515385;0.074336298;0.288923254;0.194524013;0.768843006;0.175175501;0.68306652;0.547295661;0.095689103;0.464758438;0.155703944;0;0.480772654;0.034310588
26/05/2016;2016;5;26;0.180222035;0.312607945;0.112729939;0.070187821;0.053822327;0.297658052;0.200115797;0.731997768;0.164063732;0.679901316;0.54884411;0.027350427;0.291484668;0.109023964;0;0.498123076;0.046356683
27/05/2016;2016;5;27;0.222383361;0.316574914;0.130853464;0.225183333;0.033578379;0.258573163;0.192106493;0.78922247;0.193967897;0.635757797;0.551478896;0.09795406;0.268726561;0.162620652;0;0.532439111;0.049606481
28/05/2016;2016;5;28;0.20009837;0.313093696;0.124908024;0.091723077;0.04204367;0.163407772;0.12814887;0.768340774;0.135687806;0.027048002;0.453444537;0.084003739;0.259226781;0.143253869;0;0.437477749;0.036462359
29/05/2016;2016;5;29;0.220392074;0.31808614;0.182753714;0.101466026;0.031668588;0.123505976;0.127640988;0.74656622;0.150378609;0.027182018;0.381602471;0.042248932;0.278667549;0.115087785;0;0.404200959;0.024900362
30/05/2016;2016;5;30;0.316032884;0.350901339;0.198684576;0.094505128;0.05441281;0.197427396;0.182212945;0.741320685;0.193376321;0.56771077;0.486348987;0.112761752;0.497402383;0.215811699;0;0.458731231;0.036797504
31/05/2016;2016;5;31;0.364071107;0.337974957;0.250780925;0.166892949;0.046380311;0.164681188;0.205809158;0.601770833;0.192488957;0.585130361;0.507618141;0.111738782;0.344131921;0.193345399;0;0.512541622;0.050411634
01/06/2016;2016;6;1;0.346370152;0.47171848;0.190861447;0.380351923;0.026070625;0.182738345;0.207500406;0.067224702;0.213598359;0.529301901;0.508383501;0.083557692;0.227991948;0.197901065;0;0.522818894;0.047035024
02/06/2016;2016;6;2;0.333233558;0.448402418;0.172280647;0.573989103;0.047020408;0.256980849;0.252747643;0.665513393;0.173302177;0.530916179;0.508438251;0.083541667;0.249158946;0.201094192;0;0.517669787;0.046894122
03/06/2016;2016;6;3;0.295980888;0.425248273;0.190656671;0.663037821;0.01822402;0.244482596;0.267623517;0.686432292;0.212918047;0.338011696;0.508505729;0.097275641;0.372752592;0.210902396;0;0.496481749;0.046607287
04/06/2016;2016;6;4;0.244599494;0.334007988;0.134632271;0.543724359;0.036073164;0.151525477;0.266475703;0.64265997;0.175668481;0;0.465412827;0.110200321;0.424476064;0.181789815;0;0.405153819;0.051088969
05/06/2016;2016;6;5;0.223988196;0.304053325;0.115903964;0.4488;0.039903107;0.137338803;0.212411628;0.739084821;0.16411303;0;0.428968227;0.027489316;0.413434811;0.128213929;0;0.361220184;0.02723128
06/06/2016;2016;6;6;0.314711917;0.402067142;0.180551506;0.650794872;0.030263436;0.199633484;0.258237851;0.848456101;0.194924278;0.200760234;0.506652096;0.083058226;0.370560335;0.205993094;0;0.476338192;0.054173712
07/06/2016;2016;6;7;0.312221754;0.415695164;0.179529363;0.477292949;0.043571997;0.164366656;0.261325776;0.799092262;0.208274176;0.322735136;0.515715874;0.068883547;0.136077101;0.248803878;0;0.493492283;0.055121779
08/06/2016;2016;6;8;0.287782462;0.470153282;0.192381647;0.507348718;0.032393569;0.179051339;0.251025922;0.754784226;0.211281354;0.345091374;0.508306717;0.055122863;0.249252702;0.275378599;0;0.419216351;0.060375403
09/06/2016;2016;6;9;0.294540472;0.458603195;0.220953075;0.469957051;0.047122516;0.193930419;0.255505444;0.693199405;0.203373955;0.392832602;0.510938235;0.055496795;0.203543459;0.179251955;0;0.439477707;0.035625
